40;-31.00;14;0;100.0012.50;54505;
41;-31.00;15;0;100.009.25;57481;
42;-30.00;16;0;100.0011.25;60457;
43;-31.00;17;0;100.0010.50;63433;
44;-42.00;18;0;100.008.75;873;
45;-66.00;19;0;100.008.50;3849;
46;-54.00;20;0;100.0010.00;6825;
47;-51.00;21;0;100.0010.25;9801;
48;-47.00;22;0;100.0012.50;12777;
49;-57.00;23;0;100.0013.25;15753;
50;-57.00;24;0;100.0012.00;18729;
51;-60.00;25;0;100.0012.00;21705;
52;-61.00;26;0;100.0011.75;24681;
53;-64.00;27;0;100.009.00;27657;
54;-60.00;28;0;100.0010.50;30633;
55;-71.00;29;0;100.0010.75;33609;
56;-66.00;30;0;100.009.25;36585;
57;-66.00;31;0;100.0011.00;39561;
58;-66.00;32;0;100.0010.50;42537;
59;-69.00;33;0;100.0010.25;45513;
60;-70.00;34;0;100.0011.00;48489;
61;-70.00;35;0;100.0012.50;51465;
62;-68.00;36;0;100.0011.25;54441;
63;-74.00;37;0;100.0011.25;57417;
64;-72.00;38;0;100.009.50;60393;
65;-64.00;39;0;100.009.25;63369;
66;-59.00;40;0;100.0010.25;809;
67;-49.00;41;0;100.0013.25;3785;
68;-55.00;42;0;100.0010.00;6761;
69;-61.00;43;0;100.0010.50;9737;
70;-60.00;44;0;100.009.75;12713;
71;-62.00;45;0;100.008.50;15689;
72;-64.00;46;0;100.0010.00;18665;
73;-56.00;47;0;100.0010.50;21641;
74;-58.00;48;0;100.0012.00;24617;
75;-71.00;49;0;100.0010.25;27593;
76;-72.00;50;0;100.009.00;30569;
77;-74.00;51;0;100.008.75;33545;
78;-84.00;52;0;100.006.50;36521;
79;-78.00;53;0;100.009.00;39497;
80;-83.00;54;0;100.007.50;42473;
81;-86.00;55;0;100.004.50;45449;
82;-85.00;56;0;100.005.50;48425;
83;-91.00;57;0;100.00-3.50;51401;
84;-91.00;58;0;100.00-5.00;54377;
85;-92.00;59;0;100.00-3.50;57353;
86;-90.00;60;0;100.000.00;60329;
87;-91.00;61;0;100.00-4.00;63305;
88;-92.00;62;0;100.00-9.75;745;
89;-92.00;63;0;100.00-8.25;3721;
90;-92.00;64;0;100.00-13.25;6697;
91;-92.00;65;0;100.00-9.75;9673;
92;-92.00;66;0;100.00-12.75;12649;
93;-93.00;67;0;100.00-9.75;15625;
94;-92.00;68;0;100.00-9.25;18601;
95;-93.00;69;0;100.00-14.00;21577;
96;-92.00;70;0;100.00-17.25;24553;
97;-93.00;71;0;100.00-18.75;27529;
65;
110;-93.00;73;11;86.90-12.25;681;
111;-93.00;74;11;87.06-14.00;3657;
112;-92.00;75;11;87.21-14.25;6633;
113;-92.00;76;11;87.36-14.50;9609;
114;-92.00;77;11;87.50-15.25;12585;
115;-93.00;78;11;87.64-11.75;15561;
116;-92.00;79;11;87.78-12.50;18537;
117;-92.00;80;11;87.91-3.00;21513;
118;-92.00;81;11;88.04-7.00;24489;
119;-90.00;82;11;88.170.25;27465;
120;-90.00;83;11;88.30-0.75;30441;
121;-91.00;84;11;88.42-0.50;33417;
122;-90.00;85;11;88.540.50;36393;
123;-89.00;86;11;88.662.25;39369;
124;-83.00;87;11;88.787.75;42345;
125;-82.00;88;11;88.897.75;45321;
126;-78.00;89;11;89.008.00;48297;
127;-81.00;90;11;89.119.00;51273;
128;-79.00;91;11;89.227.25;54249;
129;-79.00;92;11;89.328.00;57225;
130;-76.00;93;11;89.427.75;60201;
131;-65.00;94;11;89.529.50;63177;
132;-67.00;95;11;89.629.50;617;
133;-72.00;96;11;89.7210.75;3593;
134;-83.00;97;11;89.816.75;6569;
135;-86.00;98;11;89.915.50;9545;
136;-77.00;99;11;90.009.50;12521;
137;-86.00;100;11;90.094.25;15497;
138;-83.00;101;11;90.187.50;18473;
139;-86.00;102;11;90.276.25;21449;
140;-87.00;103;11;90.355.50;24425;
141;-88.00;104;11;90.434.25;27401;
142;-84.00;105;11;90.527.00;30377;
143;-86.00;106;11;90.604.50;33353;
144;-82.00;107;11;90.686.25;36329;
145;-90.00;108;11;90.76-0.75;39305;
146;-86.00;109;11;90.835.00;42281;
147;-85.00;110;11;90.916.50;45257;
148;-74.00;111;11;90.9810.00;48233;
149;-63.00;112;11;91.0612.00;51209;
