94;-24.00;27;0;100.0010.25;36891;
95;-24.00;28;0;100.009.75;37970;
96;-24.00;29;0;100.0010.00;39049;
97;-24.00;30;0;100.009.75;40128;
98;-25.00;31;0;100.0010.25;41207;
99;-24.00;32;0;100.009.50;42286;
100;-27.00;33;0;100.009.00;43365;
101;-26.00;34;0;100.009.75;44444;
102;-26.00;35;0;100.0010.00;45523;
103;-25.00;36;0;100.009.75;46602;
104;-27.00;37;0;100.009.25;47681;
105;-31.00;38;0;100.009.75;48760;
106;-34.00;39;0;100.009.50;49839;
107;-38.00;40;0;100.009.25;50918;
108;-48.00;41;0;100.0010.25;51997;
109;-55.00;42;0;100.009.50;53076;
110;-59.00;43;0;100.009.75;54155;
111;-54.00;44;0;100.009.75;55234;
112;-50.00;45;0;100.0010.25;56313;
113;-50.00;46;0;100.009.25;57392;
114;-57.00;47;0;100.009.75;58471;
115;-56.00;48;0;100.0011.25;59550;
116;-60.00;49;0;100.009.75;60629;
117;-65.00;50;0;100.009.75;61708;
118;-55.00;51;0;100.0012.25;62787;
119;-60.00;52;0;100.009.75;63866;
120;-61.00;53;0;100.0010.00;64945;
121;-63.00;54;0;100.009.25;488;
122;-73.00;55;0;100.0010.50;1567;
123;-67.00;56;0;100.0010.25;2646;
124;-76.00;57;0;100.008.50;3725;
125;-61.00;58;0;100.0012.00;4804;
126;-66.00;59;0;100.009.25;5883;
127;-74.00;60;0;100.009.75;6962;
128;-65.00;61;0;100.009.50;8041;
129;-65.00;62;0;100.009.75;9120;
130;-65.00;63;0;100.009.75;10199;
131;-64.00;64;0;100.009.75;11278;
132;-79.00;65;0;100.008.25;12357;
133;-69.00;66;0;100.009.50;13436;
134;-75.00;67;0;100.0010.25;14515;
135;-69.00;68;0;100.009.75;15594;
136;-72.00;69;0;100.009.75;16673;
137;-72.00;70;0;100.0012.00;17752;
138;-75.00;71;0;100.009.00;18831;
139;-74.00;72;0;100.009.50;19910;
140;-75.00;73;0;100.009.25;20989;
141;-73.00;74;0;100.009.00;22068;
142;-75.00;75;0;100.009.00;23147;
143;-69.00;76;0;100.009.50;24226;
144;-69.00;77;0;100.009.50;25305;
145;-69.00;78;0;100.009.00;26384;
146;-70.00;79;0;100.009.75;27463;
147;-79.00;80;0;100.008.75;28542;
148;-70.00;81;0;100.009.25;29621;
149;-66.00;82;0;100.009.75;30700;
150;-63.00;83;0;100.0010.00;31779;
151;-75.00;84;0;100.009.00;32858;
152;-58.00;85;0;100.009.25;33937;
153;-56.00;86;0;100.0010.00;35016;
154;-54.00;87;0;100.009.50;36095;
155;-55.00;88;0;100.009.00;37174;
156;-50.00;89;0;100.009.50;38253;
157;-52.00;90;0;100.0010.25;39332;
158;-54.00;91;0;100.009.50;40411;
159;-63.00;92;0;100.009.25;41490;
160;-62.00;93;0;100.0010.00;42569;
161;-56.00;94;0;100.0010.00;43648;
162;-60.00;95;0;100.009.50;44727;
163;-62.00;96;0;100.009.50;45806;
164;-65.00;97;0;100.009.25;46885;
