80;-54.00;81;0;100.009.75;20105;
81;-49.00;82;0;100.009.50;21163;
82;-49.00;83;0;100.0010.00;22221;
83;-50.00;84;0;100.009.50;23279;
84;-49.00;85;0;100.009.25;24337;
85;-44.00;86;0;100.009.25;25395;
86;-38.00;87;0;100.009.75;26453;
87;-38.00;88;0;100.0010.00;27511;
88;-37.00;89;0;100.0010.00;28569;
89;-37.00;90;0;100.009.75;29627;
90;-38.00;91;0;100.009.75;30685;
91;-41.00;92;0;100.009.75;31743;
92;-45.00;93;0;100.0010.00;32801;
93;-42.00;94;0;100.009.75;33859;
94;-43.00;95;0;100.0010.25;34917;
95;-45.00;96;0;100.009.50;35975;
96;-47.00;97;0;100.009.75;37033;
97;-44.00;98;0;100.0010.25;38091;
98;-44.00;99;0;100.0010.75;39149;
99;-43.00;100;0;100.009.00;40207;
100;-43.00;101;0;100.009.75;41265;
101;-38.00;102;0;100.009.50;42323;
102;-37.00;103;0;100.009.75;43381;
103;-37.00;104;0;100.009.50;44439;
7;
105;-36.00;106;0;100.009.25;46555;
106;-37.00;107;0;100.0010.00;47613;
107;-48.00;108;0;100.009.00;48671;
108;-40.00;109;0;100.009.75;49729;
109;-60.00;110;0;100.009.50;50787;
110;-49.00;111;0;100.009.50;51845;
111;-73.00;112;0;100.009.25;52903;
112;-57.00;113;0;100.009.75;53961;
113;-56.00;114;0;100.009.75;55019;
114;-54.00;115;0;100.0010.00;56077;
115;-58.00;116;0;100.009.00;57135;
116;-53.00;117;0;100.009.50;58193;
117;-57.00;118;0;100.0010.00;59251;
118;-58.00;119;0;100.009.00;60309;
119;-69.00;120;0;100.009.75;61367;
120;-65.00;121;0;100.009.25;62425;
121;-61.00;122;0;100.009.50;63483;
122;-68.00;123;0;100.009.75;64541;
123;-59.00;124;0;100.009.75;63;
124;-60.00;125;0;100.0010.25;1121;
125;-61.00;126;0;100.009.50;2179;
126;-61.00;127;0;100.009.50;3237;
127;-59.00;128;0;100.009.50;4295;
128;-56.00;129;0;100.0010.00;5353;
129;-60.00;130;0;100.009.25;6411;
130;-62.00;131;0;100.009.75;7469;
131;-63.00;132;0;100.009.25;8527;
